{'M_BLOCKING=12_avg': 269.511, 'M_BLOCKING=12_best': 269.511, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 268.606, 'M_BLOCKING=16_best': 268.606, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 264.711, 'M_BLOCKING=1_best': 264.711, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 265.22, 'M_BLOCKING=2_best': 265.22, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 266.57, 'M_BLOCKING=3_best': 266.57, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 265.547, 'M_BLOCKING=6_best': 265.547, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 262.94500000000005, 'xsmm_reference_best': 262.94500000000005, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 166.572, 'M_BLOCKING=12_best': 166.572, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 166.476, 'M_BLOCKING=16_best': 166.476, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 157.89, 'M_BLOCKING=1_best': 157.89, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 162.096, 'M_BLOCKING=2_best': 162.096, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 163.317, 'M_BLOCKING=3_best': 163.317, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 166.74, 'M_BLOCKING=6_best': 166.74, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.071, 'xsmm_reference_best': 159.071, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 209.833, 'M_BLOCKING=12_best': 209.833, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 211.462, 'M_BLOCKING=16_best': 211.462, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 200.009, 'M_BLOCKING=1_best': 200.009, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 201.336, 'M_BLOCKING=2_best': 201.336, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 202.118, 'M_BLOCKING=3_best': 202.118, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 204.865, 'M_BLOCKING=6_best': 204.865, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 189.584, 'xsmm_reference_best': 189.584, 'xsmm_reference_cpu_freq': 2.999862, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 166.215, 'M_BLOCKING=12_best': 166.215, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 166.569, 'M_BLOCKING=16_best': 166.569, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 157.916, 'M_BLOCKING=1_best': 157.916, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 162.951, 'M_BLOCKING=2_best': 162.951, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 164.75699999999995, 'M_BLOCKING=3_best': 164.75699999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 167.244, 'M_BLOCKING=6_best': 167.244, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.378, 'xsmm_reference_best': 159.378, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 269.648, 'M_BLOCKING=12_best': 269.648, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 269.37, 'M_BLOCKING=16_best': 269.37, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 261.348, 'M_BLOCKING=1_best': 261.348, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 261.83500000000004, 'M_BLOCKING=2_best': 261.83500000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 262.381, 'M_BLOCKING=3_best': 262.381, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 263.004, 'M_BLOCKING=6_best': 263.004, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 256.80899999999997, 'xsmm_reference_best': 256.80899999999997, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 242.475, 'M_BLOCKING=12_best': 242.475, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 244.828, 'M_BLOCKING=16_best': 244.828, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 240.641, 'M_BLOCKING=1_best': 240.641, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 240.60400000000004, 'M_BLOCKING=2_best': 240.60400000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 240.546, 'M_BLOCKING=3_best': 240.546, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 242.086, 'M_BLOCKING=6_best': 242.086, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 235.89800000000002, 'xsmm_reference_best': 235.89800000000002, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 346.472, 'M_BLOCKING=12_best': 346.472, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 344.191, 'M_BLOCKING=16_best': 344.191, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 342.638, 'M_BLOCKING=1_best': 342.638, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 349.142, 'M_BLOCKING=2_best': 349.142, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 347.90099999999995, 'M_BLOCKING=3_best': 347.90099999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 347.175, 'M_BLOCKING=6_best': 347.175, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 379.827, 'xsmm_reference_best': 379.827, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 333.334, 'M_BLOCKING=12_best': 333.334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 333.30999999999995, 'M_BLOCKING=16_best': 333.30999999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 332.99800000000005, 'M_BLOCKING=1_best': 332.99800000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 333.012, 'M_BLOCKING=2_best': 333.012, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 332.922, 'M_BLOCKING=3_best': 332.922, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 332.30999999999995, 'M_BLOCKING=6_best': 332.30999999999995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 333.516, 'xsmm_reference_best': 333.516, 'xsmm_reference_cpu_freq': 2.999812, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 352.102, 'M_BLOCKING=12_best': 352.102, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 351.521, 'M_BLOCKING=16_best': 351.521, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 343.763, 'M_BLOCKING=1_best': 343.763, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 350.041, 'M_BLOCKING=2_best': 350.041, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 353.97, 'M_BLOCKING=3_best': 353.97, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 353.96, 'M_BLOCKING=6_best': 353.96, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 389.32399999999996, 'xsmm_reference_best': 389.32399999999996, 'xsmm_reference_cpu_freq': 2.99994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 284.074, 'M_BLOCKING=12_best': 284.074, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 279.19899999999996, 'M_BLOCKING=16_best': 279.19899999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 276.927, 'M_BLOCKING=1_best': 276.927, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 277.611, 'M_BLOCKING=2_best': 277.611, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 277.691, 'M_BLOCKING=3_best': 277.691, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 279.477, 'M_BLOCKING=6_best': 279.477, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 277.163, 'xsmm_reference_best': 277.163, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 268.345, 'M_BLOCKING=12_best': 268.345, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 263.02200000000005, 'M_BLOCKING=16_best': 263.02200000000005, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 266.021, 'M_BLOCKING=1_best': 266.021, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 266.518, 'M_BLOCKING=2_best': 266.518, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 268.524, 'M_BLOCKING=3_best': 268.524, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 267.929, 'M_BLOCKING=6_best': 267.929, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 249.261, 'xsmm_reference_best': 249.261, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'wide-sparse'}
