{'M_BLOCKING=16_avg': 1.64095, 'M_BLOCKING=16_best': 1.64095, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.6492166666666668, 'M_BLOCKING=1_best': 1.6492166666666668, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.6524, 'M_BLOCKING=2_best': 1.6524, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.6499, 'M_BLOCKING=31_best': 1.6499, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.6648, 'M_BLOCKING=4_best': 1.6648, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.65435, 'M_BLOCKING=8_best': 1.65435, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.7188666666666668, 'xsmm_reference_best': 1.7188666666666668, 'xsmm_reference_cpu_freq': 2.49992, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 0.7540666666666667, 'M_BLOCKING=16_best': 0.7540666666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.7501166666666667, 'M_BLOCKING=1_best': 0.7501166666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.7579499999999999, 'M_BLOCKING=2_best': 0.7579499999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.7513333333333333, 'M_BLOCKING=31_best': 0.7513333333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.7585833333333334, 'M_BLOCKING=4_best': 0.7585833333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.7525999999999999, 'M_BLOCKING=8_best': 0.7525999999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.8953000000000001, 'xsmm_reference_best': 0.8953000000000001, 'xsmm_reference_cpu_freq': 2.499915, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1.8167333333333333, 'M_BLOCKING=16_best': 1.8167333333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.7707000000000002, 'M_BLOCKING=1_best': 1.7707000000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.7781, 'M_BLOCKING=2_best': 1.7781, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.9189, 'M_BLOCKING=31_best': 1.9189, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.8024333333333333, 'M_BLOCKING=4_best': 1.8024333333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.7954666666666665, 'M_BLOCKING=8_best': 1.7954666666666665, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.8863333333333325, 'xsmm_reference_best': 1.8863333333333325, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 0.7545333333333333, 'M_BLOCKING=16_best': 0.7545333333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.7473166666666666, 'M_BLOCKING=1_best': 0.7473166666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.7517166666666667, 'M_BLOCKING=2_best': 0.7517166666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.7578999999999999, 'M_BLOCKING=31_best': 0.7578999999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.76215, 'M_BLOCKING=4_best': 0.76215, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.75665, 'M_BLOCKING=8_best': 0.75665, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.8399666666666668, 'xsmm_reference_best': 0.8399666666666668, 'xsmm_reference_cpu_freq': 2.499993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.68635, 'M_BLOCKING=16_best': 1.68635, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.6392833333333334, 'M_BLOCKING=1_best': 1.6392833333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.6357333333333335, 'M_BLOCKING=2_best': 1.6357333333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.6505833333333333, 'M_BLOCKING=31_best': 1.6505833333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.6392500000000003, 'M_BLOCKING=4_best': 1.6392500000000003, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.6613, 'M_BLOCKING=8_best': 1.6613, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.6852833333333335, 'xsmm_reference_best': 1.6852833333333335, 'xsmm_reference_cpu_freq': 2.499937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 3.7512833333333333, 'M_BLOCKING=16_best': 3.7512833333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.741683333333333, 'M_BLOCKING=1_best': 3.741683333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.7504333333333335, 'M_BLOCKING=2_best': 3.7504333333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.7805666666666666, 'M_BLOCKING=31_best': 3.7805666666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.7451166666666666, 'M_BLOCKING=4_best': 3.7451166666666666, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.7402, 'M_BLOCKING=8_best': 3.7402, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 3.9078666666666666, 'xsmm_reference_best': 3.9078666666666666, 'xsmm_reference_cpu_freq': 2.499954, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.9056833333333336, 'M_BLOCKING=16_best': 3.9056833333333336, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.095650000000001, 'M_BLOCKING=1_best': 4.095650000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.8683833333333335, 'M_BLOCKING=2_best': 3.8683833333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4.0937, 'M_BLOCKING=31_best': 4.0937, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.18545, 'M_BLOCKING=4_best': 4.18545, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.6820999999999997, 'M_BLOCKING=8_best': 3.6820999999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 3.8484, 'xsmm_reference_best': 3.8484, 'xsmm_reference_cpu_freq': 2.499939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.342833333333333, 'M_BLOCKING=16_best': 7.342833333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.630683333333334, 'M_BLOCKING=1_best': 7.630683333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.500066666666667, 'M_BLOCKING=2_best': 7.500066666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.8585, 'M_BLOCKING=31_best': 7.8585, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.843416666666667, 'M_BLOCKING=4_best': 7.843416666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.233116666666666, 'M_BLOCKING=8_best': 7.233116666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.113316666666666, 'xsmm_reference_best': 7.113316666666666, 'xsmm_reference_cpu_freq': 2.499957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.582083333333333, 'M_BLOCKING=16_best': 6.582083333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.280683333333333, 'M_BLOCKING=1_best': 6.280683333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.400099999999999, 'M_BLOCKING=2_best': 6.400099999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.55585, 'M_BLOCKING=31_best': 6.55585, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.836200000000001, 'M_BLOCKING=4_best': 5.836200000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.371666666666666, 'M_BLOCKING=8_best': 6.371666666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 6.779916666666667, 'xsmm_reference_best': 6.779916666666667, 'xsmm_reference_cpu_freq': 2.499958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 5.774533333333333, 'M_BLOCKING=16_best': 5.774533333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.783133333333335, 'M_BLOCKING=1_best': 5.783133333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.7815666666666665, 'M_BLOCKING=2_best': 5.7815666666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.735816666666667, 'M_BLOCKING=31_best': 5.735816666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.77525, 'M_BLOCKING=4_best': 5.77525, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.792233333333333, 'M_BLOCKING=8_best': 5.792233333333333, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 6.226916666666667, 'xsmm_reference_best': 6.226916666666667, 'xsmm_reference_cpu_freq': 2.499905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 3.9706833333333336, 'M_BLOCKING=16_best': 3.9706833333333336, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.023, 'M_BLOCKING=1_best': 4.023, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.019666666666666, 'M_BLOCKING=2_best': 4.019666666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.9158500000000003, 'M_BLOCKING=31_best': 3.9158500000000003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.0201, 'M_BLOCKING=4_best': 4.0201, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 4.02585, 'M_BLOCKING=8_best': 4.02585, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 4.58535, 'xsmm_reference_best': 4.58535, 'xsmm_reference_cpu_freq': 2.499876, 'xsmm_reference_kernel_type': 'sparse'}
