{'M_BLOCKING=16_avg': 1.6416333333333335, 'M_BLOCKING=16_best': 1.6416333333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.6483999999999999, 'M_BLOCKING=1_best': 1.6483999999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.6499833333333338, 'M_BLOCKING=2_best': 1.6499833333333338, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.6493499999999999, 'M_BLOCKING=31_best': 1.6493499999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.6671333333333334, 'M_BLOCKING=4_best': 1.6671333333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.6615166666666668, 'M_BLOCKING=8_best': 1.6615166666666668, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.7165833333333333, 'xsmm_reference_best': 1.7165833333333333, 'xsmm_reference_cpu_freq': 2.499961, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 0.7546, 'M_BLOCKING=16_best': 0.7546, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.7498333333333334, 'M_BLOCKING=1_best': 0.7498333333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.7574166666666666, 'M_BLOCKING=2_best': 0.7574166666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.7553, 'M_BLOCKING=31_best': 0.7553, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.7600166666666667, 'M_BLOCKING=4_best': 0.7600166666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.7524000000000001, 'M_BLOCKING=8_best': 0.7524000000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.8901, 'xsmm_reference_best': 0.8901, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1.8127833333333343, 'M_BLOCKING=16_best': 1.8127833333333343, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.7624, 'M_BLOCKING=1_best': 1.7624, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.7736333333333334, 'M_BLOCKING=2_best': 1.7736333333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.8230666666666666, 'M_BLOCKING=31_best': 1.8230666666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.7958, 'M_BLOCKING=4_best': 1.7958, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.7863166666666668, 'M_BLOCKING=8_best': 1.7863166666666668, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.8844666666666667, 'xsmm_reference_best': 1.8844666666666667, 'xsmm_reference_cpu_freq': 2.49994, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 0.7513333333333333, 'M_BLOCKING=16_best': 0.7513333333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.7507166666666667, 'M_BLOCKING=1_best': 0.7507166666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.7551, 'M_BLOCKING=2_best': 0.7551, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.7499, 'M_BLOCKING=31_best': 0.7499, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.7620166666666666, 'M_BLOCKING=4_best': 0.7620166666666666, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.7525499999999999, 'M_BLOCKING=8_best': 0.7525499999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.8371666666666666, 'xsmm_reference_best': 0.8371666666666666, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.6402333333333334, 'M_BLOCKING=16_best': 1.6402333333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.6387666666666665, 'M_BLOCKING=1_best': 1.6387666666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.6353333333333333, 'M_BLOCKING=2_best': 1.6353333333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.6471333333333333, 'M_BLOCKING=31_best': 1.6471333333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.6386833333333333, 'M_BLOCKING=4_best': 1.6386833333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.6597166666666667, 'M_BLOCKING=8_best': 1.6597166666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.7124833333333338, 'xsmm_reference_best': 1.7124833333333338, 'xsmm_reference_cpu_freq': 2.499958, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.759916666666667, 'M_BLOCKING=16_best': 3.759916666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.7386333333333335, 'M_BLOCKING=1_best': 3.7386333333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.7308499999999998, 'M_BLOCKING=2_best': 3.7308499999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.7760833333333332, 'M_BLOCKING=31_best': 3.7760833333333332, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.74015, 'M_BLOCKING=4_best': 3.74015, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.7367333333333335, 'M_BLOCKING=8_best': 3.7367333333333335, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 3.8939833333333334, 'xsmm_reference_best': 3.8939833333333334, 'xsmm_reference_cpu_freq': 2.499928, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 4.075816666666666, 'M_BLOCKING=16_best': 4.075816666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.94585, 'M_BLOCKING=1_best': 3.94585, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.541533333333333, 'M_BLOCKING=2_best': 3.541533333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4.0761, 'M_BLOCKING=31_best': 4.0761, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.171983333333333, 'M_BLOCKING=4_best': 4.171983333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.9629499999999998, 'M_BLOCKING=8_best': 3.9629499999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 3.6578500000000003, 'xsmm_reference_best': 3.6578500000000003, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.503383333333333, 'M_BLOCKING=16_best': 7.503383333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.141533333333333, 'M_BLOCKING=1_best': 7.141533333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.4948, 'M_BLOCKING=2_best': 7.4948, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.7358, 'M_BLOCKING=31_best': 7.7358, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.529316666666667, 'M_BLOCKING=4_best': 7.529316666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.597233333333333, 'M_BLOCKING=8_best': 7.597233333333333, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.409433333333334, 'xsmm_reference_best': 7.409433333333334, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.468266666666667, 'M_BLOCKING=16_best': 6.468266666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.99085, 'M_BLOCKING=1_best': 6.99085, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.739116666666666, 'M_BLOCKING=2_best': 6.739116666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.103, 'M_BLOCKING=31_best': 6.103, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.351166666666668, 'M_BLOCKING=4_best': 6.351166666666668, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.057816666666667, 'M_BLOCKING=8_best': 6.057816666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 6.654883333333333, 'xsmm_reference_best': 6.654883333333333, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 5.771066666666667, 'M_BLOCKING=16_best': 5.771066666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.7813, 'M_BLOCKING=1_best': 5.7813, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.778266666666667, 'M_BLOCKING=2_best': 5.778266666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.743316666666667, 'M_BLOCKING=31_best': 5.743316666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.759366666666667, 'M_BLOCKING=4_best': 5.759366666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.784466666666666, 'M_BLOCKING=8_best': 5.784466666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 6.3149999999999995, 'xsmm_reference_best': 6.3149999999999995, 'xsmm_reference_cpu_freq': 2.499998, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.9685166666666665, 'M_BLOCKING=16_best': 3.9685166666666665, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.025033333333332, 'M_BLOCKING=1_best': 4.025033333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.02785, 'M_BLOCKING=2_best': 4.02785, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.9174166666666665, 'M_BLOCKING=31_best': 3.9174166666666665, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.014183333333333, 'M_BLOCKING=4_best': 4.014183333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.9988, 'M_BLOCKING=8_best': 3.9988, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 4.5799666666666665, 'xsmm_reference_best': 4.5799666666666665, 'xsmm_reference_cpu_freq': 2.499954, 'xsmm_reference_kernel_type': 'sparse'}
