{'M_BLOCKING=16_avg': 3.010083333333333, 'M_BLOCKING=16_best': 3.010083333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.0195, 'M_BLOCKING=1_best': 3.0195, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.0251499999999996, 'M_BLOCKING=2_best': 3.0251499999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.0221999999999998, 'M_BLOCKING=31_best': 3.0221999999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0496833333333333, 'M_BLOCKING=4_best': 3.0496833333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.032733333333334, 'M_BLOCKING=8_best': 3.032733333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.1043333333333334, 'xsmm_reference_best': 3.1043333333333334, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.3664166666666666, 'M_BLOCKING=16_best': 1.3664166666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.3556166666666667, 'M_BLOCKING=1_best': 1.3556166666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.37765, 'M_BLOCKING=2_best': 1.37765, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.3754166666666667, 'M_BLOCKING=31_best': 1.3754166666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.3815833333333332, 'M_BLOCKING=4_best': 1.3815833333333332, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.3677, 'M_BLOCKING=8_best': 1.3677, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.5231999999999999, 'xsmm_reference_best': 1.5231999999999999, 'xsmm_reference_cpu_freq': 2.499939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 3.3445166666666664, 'M_BLOCKING=16_best': 3.3445166666666664, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.2396166666666657, 'M_BLOCKING=1_best': 3.2396166666666657, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.249816666666667, 'M_BLOCKING=2_best': 3.249816666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.394683333333334, 'M_BLOCKING=31_best': 3.394683333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.2897499999999997, 'M_BLOCKING=4_best': 3.2897499999999997, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.2655666666666665, 'M_BLOCKING=8_best': 3.2655666666666665, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.334033333333333, 'xsmm_reference_best': 3.334033333333333, 'xsmm_reference_cpu_freq': 2.499875, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.3518166666666673, 'M_BLOCKING=16_best': 1.3518166666666673, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.3740833333333333, 'M_BLOCKING=1_best': 1.3740833333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.3701666666666665, 'M_BLOCKING=2_best': 1.3701666666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.3578000000000001, 'M_BLOCKING=31_best': 1.3578000000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.3757833333333334, 'M_BLOCKING=4_best': 1.3757833333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.3701, 'M_BLOCKING=8_best': 1.3701, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.4946833333333334, 'xsmm_reference_best': 1.4946833333333334, 'xsmm_reference_cpu_freq': 2.499926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 3.0094, 'M_BLOCKING=16_best': 3.0094, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.9954666666666667, 'M_BLOCKING=1_best': 2.9954666666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9976833333333333, 'M_BLOCKING=2_best': 2.9976833333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.023683333333333, 'M_BLOCKING=31_best': 3.023683333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0079499999999997, 'M_BLOCKING=4_best': 3.0079499999999997, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.042666666666667, 'M_BLOCKING=8_best': 3.042666666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0846999999999998, 'xsmm_reference_best': 3.0846999999999998, 'xsmm_reference_cpu_freq': 2.499929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.89065, 'M_BLOCKING=16_best': 6.89065, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.842516666666667, 'M_BLOCKING=1_best': 6.842516666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.860866666666667, 'M_BLOCKING=2_best': 6.860866666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.930466666666666, 'M_BLOCKING=31_best': 6.930466666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.86625, 'M_BLOCKING=4_best': 6.86625, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.891333333333334, 'M_BLOCKING=8_best': 6.891333333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 7.0400333333333345, 'xsmm_reference_best': 7.0400333333333345, 'xsmm_reference_cpu_freq': 2.499919, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 9.619933333333334, 'M_BLOCKING=16_best': 9.619933333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.088166666666666, 'M_BLOCKING=1_best': 11.088166666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.852533333333334, 'M_BLOCKING=2_best': 9.852533333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.7275, 'M_BLOCKING=31_best': 9.7275, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.668233333333335, 'M_BLOCKING=4_best': 9.668233333333335, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.30155, 'M_BLOCKING=8_best': 10.30155, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 8.313983333333333, 'xsmm_reference_best': 8.313983333333333, 'xsmm_reference_cpu_freq': 2.499959, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 15.921899999999999, 'M_BLOCKING=16_best': 15.921899999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 16.530966666666664, 'M_BLOCKING=1_best': 16.530966666666664, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 15.70705, 'M_BLOCKING=2_best': 15.70705, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 16.219683333333332, 'M_BLOCKING=31_best': 16.219683333333332, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 16.28353333333333, 'M_BLOCKING=4_best': 16.28353333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 16.201016666666668, 'M_BLOCKING=8_best': 16.201016666666668, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 15.7951, 'xsmm_reference_best': 15.7951, 'xsmm_reference_cpu_freq': 2.49992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.137933333333335, 'M_BLOCKING=16_best': 13.137933333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.451400000000001, 'M_BLOCKING=1_best': 13.451400000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.5528, 'M_BLOCKING=2_best': 13.5528, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 12.968816666666667, 'M_BLOCKING=31_best': 12.968816666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 13.223766666666668, 'M_BLOCKING=4_best': 13.223766666666668, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.488966666666666, 'M_BLOCKING=8_best': 13.488966666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 13.760833333333332, 'xsmm_reference_best': 13.760833333333332, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 10.372483333333333, 'M_BLOCKING=16_best': 10.372483333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.3161, 'M_BLOCKING=1_best': 10.3161, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.367666666666667, 'M_BLOCKING=2_best': 10.367666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.424516666666667, 'M_BLOCKING=31_best': 10.424516666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.369583333333333, 'M_BLOCKING=4_best': 10.369583333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.290683333333334, 'M_BLOCKING=8_best': 10.290683333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 10.984133333333334, 'xsmm_reference_best': 10.984133333333334, 'xsmm_reference_cpu_freq': 2.499958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.1004, 'M_BLOCKING=16_best': 7.1004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.040533333333333, 'M_BLOCKING=1_best': 7.040533333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.0297833333333335, 'M_BLOCKING=2_best': 7.0297833333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.12395, 'M_BLOCKING=31_best': 7.12395, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.060266666666666, 'M_BLOCKING=4_best': 7.060266666666666, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.057033333333334, 'M_BLOCKING=8_best': 7.057033333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 7.6249, 'xsmm_reference_best': 7.6249, 'xsmm_reference_cpu_freq': 2.499945, 'xsmm_reference_kernel_type': 'wide-sparse'}
