{'M_BLOCKING=16_avg': 2.3249, 'M_BLOCKING=16_best': 2.3249, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.3304833333333335, 'M_BLOCKING=1_best': 2.3304833333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.3381833333333333, 'M_BLOCKING=2_best': 2.3381833333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.3376, 'M_BLOCKING=31_best': 2.3376, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.352733333333333, 'M_BLOCKING=4_best': 2.352733333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.3368166666666657, 'M_BLOCKING=8_best': 2.3368166666666657, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'xsmm_reference_avg': 2.402933333333333, 'xsmm_reference_best': 2.402933333333333, 'xsmm_reference_cpu_freq': 2.499927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.0491166666666667, 'M_BLOCKING=16_best': 1.0491166666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.0321666666666667, 'M_BLOCKING=1_best': 1.0321666666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.0524, 'M_BLOCKING=2_best': 1.0524, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.0531333333333335, 'M_BLOCKING=31_best': 1.0531333333333335, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.0633000000000001, 'M_BLOCKING=4_best': 1.0633000000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.0516666666666667, 'M_BLOCKING=8_best': 1.0516666666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'xsmm_reference_avg': 1.14365, 'xsmm_reference_best': 1.14365, 'xsmm_reference_cpu_freq': 2.500005, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.556766666666667, 'M_BLOCKING=16_best': 2.556766666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.49265, 'M_BLOCKING=1_best': 2.49265, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.5111166666666667, 'M_BLOCKING=2_best': 2.5111166666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.5802833333333335, 'M_BLOCKING=31_best': 2.5802833333333335, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.5272166666666673, 'M_BLOCKING=4_best': 2.5272166666666673, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.5231500000000002, 'M_BLOCKING=8_best': 2.5231500000000002, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'xsmm_reference_avg': 2.5816166666666667, 'xsmm_reference_best': 2.5816166666666667, 'xsmm_reference_cpu_freq': 2.499928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.0516999999999999, 'M_BLOCKING=16_best': 1.0516999999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.0404, 'M_BLOCKING=1_best': 1.0404, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.0444333333333333, 'M_BLOCKING=2_best': 1.0444333333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.0487666666666666, 'M_BLOCKING=31_best': 1.0487666666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.065833333333334, 'M_BLOCKING=4_best': 1.065833333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.04975, 'M_BLOCKING=8_best': 1.04975, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'xsmm_reference_avg': 1.1387, 'xsmm_reference_best': 1.1387, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.326016666666667, 'M_BLOCKING=16_best': 2.326016666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.3204, 'M_BLOCKING=1_best': 2.3204, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.3173666666666666, 'M_BLOCKING=2_best': 2.3173666666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.3373666666666666, 'M_BLOCKING=31_best': 2.3373666666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.320083333333334, 'M_BLOCKING=4_best': 2.320083333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.3447666666666667, 'M_BLOCKING=8_best': 2.3447666666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'xsmm_reference_avg': 2.38265, 'xsmm_reference_best': 2.38265, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 5.335483333333333, 'M_BLOCKING=16_best': 5.335483333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.28505, 'M_BLOCKING=1_best': 5.28505, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.298649999999999, 'M_BLOCKING=2_best': 5.298649999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.3759999999999994, 'M_BLOCKING=31_best': 5.3759999999999994, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.312066666666667, 'M_BLOCKING=4_best': 5.312066666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.30485, 'M_BLOCKING=8_best': 5.30485, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'xsmm_reference_avg': 5.4464999999999995, 'xsmm_reference_best': 5.4464999999999995, 'xsmm_reference_cpu_freq': 2.499897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.339866666666667, 'M_BLOCKING=16_best': 6.339866666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.265899999999999, 'M_BLOCKING=1_best': 6.265899999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.6921, 'M_BLOCKING=2_best': 6.6921, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.6559333333333335, 'M_BLOCKING=31_best': 6.6559333333333335, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.1012, 'M_BLOCKING=4_best': 7.1012, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.515033333333333, 'M_BLOCKING=8_best': 7.515033333333333, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'xsmm_reference_avg': 5.744816666666667, 'xsmm_reference_best': 5.744816666666667, 'xsmm_reference_cpu_freq': 2.499983, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 11.73615, 'M_BLOCKING=16_best': 11.73615, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.595833333333333, 'M_BLOCKING=1_best': 11.595833333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.878416666666668, 'M_BLOCKING=2_best': 11.878416666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.477466666666666, 'M_BLOCKING=31_best': 11.477466666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 11.877716666666666, 'M_BLOCKING=4_best': 11.877716666666666, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 12.5092, 'M_BLOCKING=8_best': 12.5092, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'xsmm_reference_avg': 11.47955, 'xsmm_reference_best': 11.47955, 'xsmm_reference_cpu_freq': 2.499921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 10.060550000000001, 'M_BLOCKING=16_best': 10.060550000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.0811, 'M_BLOCKING=1_best': 10.0811, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.091633333333334, 'M_BLOCKING=2_best': 10.091633333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.959833333333334, 'M_BLOCKING=31_best': 9.959833333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.037749999999999, 'M_BLOCKING=4_best': 10.037749999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.09175, 'M_BLOCKING=8_best': 10.09175, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'xsmm_reference_avg': 9.508366666666666, 'xsmm_reference_best': 9.508366666666666, 'xsmm_reference_cpu_freq': 2.499926, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 8.029533333333335, 'M_BLOCKING=16_best': 8.029533333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.933366666666666, 'M_BLOCKING=1_best': 7.933366666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.943933333333334, 'M_BLOCKING=2_best': 7.943933333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 8.174083333333334, 'M_BLOCKING=31_best': 8.174083333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.936883333333332, 'M_BLOCKING=4_best': 7.936883333333332, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.98825, 'M_BLOCKING=8_best': 7.98825, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'xsmm_reference_avg': 8.67365, 'xsmm_reference_best': 8.67365, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 5.503566666666668, 'M_BLOCKING=16_best': 5.503566666666668, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.41105, 'M_BLOCKING=1_best': 5.41105, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.452466666666667, 'M_BLOCKING=2_best': 5.452466666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.524733333333333, 'M_BLOCKING=31_best': 5.524733333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.44245, 'M_BLOCKING=4_best': 5.44245, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.465216666666667, 'M_BLOCKING=8_best': 5.465216666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'xsmm_reference_avg': 5.878433333333334, 'xsmm_reference_best': 5.878433333333334, 'xsmm_reference_cpu_freq': 2.499959, 'xsmm_reference_kernel_type': 'wide-sparse'}
