{'M_BLOCKING=16_avg': 2.9126, 'M_BLOCKING=16_best': 2.9126, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.9263500000000002, 'M_BLOCKING=1_best': 2.9263500000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9308833333333335, 'M_BLOCKING=2_best': 2.9308833333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.9185666666666674, 'M_BLOCKING=31_best': 2.9185666666666674, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.9408666666666665, 'M_BLOCKING=4_best': 2.9408666666666665, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.933683333333333, 'M_BLOCKING=8_best': 2.933683333333333, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0256, 'xsmm_reference_best': 3.0256, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1.2997, 'M_BLOCKING=16_best': 1.2997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.3006666666666669, 'M_BLOCKING=1_best': 1.3006666666666669, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.3178333333333332, 'M_BLOCKING=2_best': 1.3178333333333332, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.3063333333333333, 'M_BLOCKING=31_best': 1.3063333333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.3358333333333334, 'M_BLOCKING=4_best': 1.3358333333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.3100333333333334, 'M_BLOCKING=8_best': 1.3100333333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.4192166666666668, 'xsmm_reference_best': 1.4192166666666668, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 3.1985, 'M_BLOCKING=16_best': 3.1985, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.122716666666667, 'M_BLOCKING=1_best': 3.122716666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.1315, 'M_BLOCKING=2_best': 3.1315, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.2615166666666666, 'M_BLOCKING=31_best': 3.2615166666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.1530666666666667, 'M_BLOCKING=4_best': 3.1530666666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.1418833333333334, 'M_BLOCKING=8_best': 3.1418833333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.190233333333333, 'xsmm_reference_best': 3.190233333333333, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.30065, 'M_BLOCKING=16_best': 1.30065, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.3206666666666669, 'M_BLOCKING=1_best': 1.3206666666666669, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.3339500000000002, 'M_BLOCKING=2_best': 1.3339500000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.2977333333333334, 'M_BLOCKING=31_best': 1.2977333333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.3288499999999999, 'M_BLOCKING=4_best': 1.3288499999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.3087833333333334, 'M_BLOCKING=8_best': 1.3087833333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.4152833333333334, 'xsmm_reference_best': 1.4152833333333334, 'xsmm_reference_cpu_freq': 2.999803, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.9123666666666663, 'M_BLOCKING=16_best': 2.9123666666666663, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.908333333333333, 'M_BLOCKING=1_best': 2.908333333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9052166666666666, 'M_BLOCKING=2_best': 2.9052166666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.9169833333333335, 'M_BLOCKING=31_best': 2.9169833333333335, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.90385, 'M_BLOCKING=4_best': 2.90385, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.9307000000000003, 'M_BLOCKING=8_best': 2.9307000000000003, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 2.9825999999999997, 'xsmm_reference_best': 2.9825999999999997, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.6804499999999996, 'M_BLOCKING=16_best': 6.6804499999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.638466666666667, 'M_BLOCKING=1_best': 6.638466666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.6587, 'M_BLOCKING=2_best': 6.6587, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.722066666666666, 'M_BLOCKING=31_best': 6.722066666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.661866666666667, 'M_BLOCKING=4_best': 6.661866666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.696583333333334, 'M_BLOCKING=8_best': 6.696583333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 6.86875, 'xsmm_reference_best': 6.86875, 'xsmm_reference_cpu_freq': 2.999838, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 10.003466666666668, 'M_BLOCKING=16_best': 10.003466666666668, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.509683333333333, 'M_BLOCKING=1_best': 10.509683333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.15745, 'M_BLOCKING=2_best': 10.15745, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.316733333333334, 'M_BLOCKING=31_best': 9.316733333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.011066666666666, 'M_BLOCKING=4_best': 10.011066666666666, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.39135, 'M_BLOCKING=8_best': 10.39135, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 9.998449999999998, 'xsmm_reference_best': 9.998449999999998, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 15.349416666666666, 'M_BLOCKING=16_best': 15.349416666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 15.704666666666666, 'M_BLOCKING=1_best': 15.704666666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 15.937983333333333, 'M_BLOCKING=2_best': 15.937983333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 15.795216666666667, 'M_BLOCKING=31_best': 15.795216666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 15.5451, 'M_BLOCKING=4_best': 15.5451, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 15.6402, 'M_BLOCKING=8_best': 15.6402, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 15.410366666666667, 'xsmm_reference_best': 15.410366666666667, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.02735, 'M_BLOCKING=16_best': 13.02735, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.013116666666667, 'M_BLOCKING=1_best': 13.013116666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.013716666666665, 'M_BLOCKING=2_best': 13.013716666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 12.973266666666666, 'M_BLOCKING=31_best': 12.973266666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 12.985199999999999, 'M_BLOCKING=4_best': 12.985199999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 12.987516666666666, 'M_BLOCKING=8_best': 12.987516666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 13.27165, 'xsmm_reference_best': 13.27165, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 10.034583333333334, 'M_BLOCKING=16_best': 10.034583333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.983933333333333, 'M_BLOCKING=1_best': 9.983933333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.94175, 'M_BLOCKING=2_best': 9.94175, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.137400000000001, 'M_BLOCKING=31_best': 10.137400000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.958400000000001, 'M_BLOCKING=4_best': 9.958400000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.079483333333334, 'M_BLOCKING=8_best': 10.079483333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 10.751983333333333, 'xsmm_reference_best': 10.751983333333333, 'xsmm_reference_cpu_freq': 2.99983, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 6.88485, 'M_BLOCKING=16_best': 6.88485, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.794783333333333, 'M_BLOCKING=1_best': 6.794783333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.789633333333333, 'M_BLOCKING=2_best': 6.789633333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.9247000000000005, 'M_BLOCKING=31_best': 6.9247000000000005, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.80335, 'M_BLOCKING=4_best': 6.80335, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.832233333333334, 'M_BLOCKING=8_best': 6.832233333333334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 7.28, 'xsmm_reference_best': 7.28, 'xsmm_reference_cpu_freq': 2.999859, 'xsmm_reference_kernel_type': 'wide-sparse'}
