{'M_BLOCKING=16_avg': 2.2557666666666667, 'M_BLOCKING=16_best': 2.2557666666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.2507666666666664, 'M_BLOCKING=1_best': 2.2507666666666664, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.2522833333333323, 'M_BLOCKING=2_best': 2.2522833333333323, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.2568833333333336, 'M_BLOCKING=31_best': 2.2568833333333336, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.265416666666667, 'M_BLOCKING=4_best': 2.265416666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.2570833333333336, 'M_BLOCKING=8_best': 2.2570833333333336, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'xsmm_reference_avg': 2.3362666666666665, 'xsmm_reference_best': 2.3362666666666665, 'xsmm_reference_cpu_freq': 2.999841, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 0.9969833333333333, 'M_BLOCKING=16_best': 0.9969833333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.97635, 'M_BLOCKING=1_best': 0.97635, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.9936666666666667, 'M_BLOCKING=2_best': 0.9936666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.9927833333333334, 'M_BLOCKING=31_best': 0.9927833333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.0023333333333333, 'M_BLOCKING=4_best': 1.0023333333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.9871166666666666, 'M_BLOCKING=8_best': 0.9871166666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'xsmm_reference_avg': 1.1120333333333332, 'xsmm_reference_best': 1.1120333333333332, 'xsmm_reference_cpu_freq': 2.999836, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 2.47405, 'M_BLOCKING=16_best': 2.47405, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.3974333333333333, 'M_BLOCKING=1_best': 2.3974333333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.410416666666667, 'M_BLOCKING=2_best': 2.410416666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.518266666666667, 'M_BLOCKING=31_best': 2.518266666666667, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.4270833333333335, 'M_BLOCKING=4_best': 2.4270833333333335, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.4225, 'M_BLOCKING=8_best': 2.4225, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'xsmm_reference_avg': 2.4623666666666666, 'xsmm_reference_best': 2.4623666666666666, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 0.995, 'M_BLOCKING=16_best': 0.995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.9786666666666671, 'M_BLOCKING=1_best': 0.9786666666666671, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.9889666666666667, 'M_BLOCKING=2_best': 0.9889666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.00285, 'M_BLOCKING=31_best': 1.00285, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.0177666666666667, 'M_BLOCKING=4_best': 1.0177666666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.9997166666666666, 'M_BLOCKING=8_best': 0.9997166666666666, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'xsmm_reference_avg': 1.0643833333333332, 'xsmm_reference_best': 1.0643833333333332, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.2498833333333335, 'M_BLOCKING=16_best': 2.2498833333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.26795, 'M_BLOCKING=1_best': 2.26795, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.2428, 'M_BLOCKING=2_best': 2.2428, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.2556166666666666, 'M_BLOCKING=31_best': 2.2556166666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.241116666666667, 'M_BLOCKING=4_best': 2.241116666666667, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.2601333333333335, 'M_BLOCKING=8_best': 2.2601333333333335, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'xsmm_reference_avg': 2.3002, 'xsmm_reference_best': 2.3002, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 5.274483333333333, 'M_BLOCKING=16_best': 5.274483333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.147983333333333, 'M_BLOCKING=1_best': 5.147983333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.156000000000001, 'M_BLOCKING=2_best': 5.156000000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.3343333333333325, 'M_BLOCKING=31_best': 5.3343333333333325, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.1691666666666665, 'M_BLOCKING=4_best': 5.1691666666666665, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.186616666666667, 'M_BLOCKING=8_best': 5.186616666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'xsmm_reference_avg': 5.248099999999999, 'xsmm_reference_best': 5.248099999999999, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.217066666666667, 'M_BLOCKING=16_best': 7.217066666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.418699999999999, 'M_BLOCKING=1_best': 7.418699999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.1952, 'M_BLOCKING=2_best': 8.1952, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.279533333333333, 'M_BLOCKING=31_best': 7.279533333333333, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.250333333333333, 'M_BLOCKING=4_best': 7.250333333333333, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.403066666666667, 'M_BLOCKING=8_best': 7.403066666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'xsmm_reference_avg': 7.465016666666667, 'xsmm_reference_best': 7.465016666666667, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 11.791466666666668, 'M_BLOCKING=16_best': 11.791466666666668, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 12.919466666666667, 'M_BLOCKING=1_best': 12.919466666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 12.548033333333334, 'M_BLOCKING=2_best': 12.548033333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 12.272466666666666, 'M_BLOCKING=31_best': 12.272466666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 12.1415, 'M_BLOCKING=4_best': 12.1415, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 12.03525, 'M_BLOCKING=8_best': 12.03525, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.787683333333332, 'xsmm_reference_best': 10.787683333333332, 'xsmm_reference_cpu_freq': 2.999806, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 10.023266666666666, 'M_BLOCKING=16_best': 10.023266666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.03055, 'M_BLOCKING=1_best': 10.03055, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.045449999999999, 'M_BLOCKING=2_best': 10.045449999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.017133333333334, 'M_BLOCKING=31_best': 10.017133333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.04165, 'M_BLOCKING=4_best': 10.04165, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.016533333333333, 'M_BLOCKING=8_best': 10.016533333333333, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'xsmm_reference_avg': 9.604883333333333, 'xsmm_reference_best': 9.604883333333333, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 7.8108666666666675, 'M_BLOCKING=16_best': 7.8108666666666675, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.68615, 'M_BLOCKING=1_best': 7.68615, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.712466666666667, 'M_BLOCKING=2_best': 7.712466666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.895733333333334, 'M_BLOCKING=31_best': 7.895733333333334, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.757149999999999, 'M_BLOCKING=4_best': 7.757149999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.732916666666667, 'M_BLOCKING=8_best': 7.732916666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'xsmm_reference_avg': 8.301483333333334, 'xsmm_reference_best': 8.301483333333334, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 5.307216666666666, 'M_BLOCKING=16_best': 5.307216666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 5.2386333333333335, 'M_BLOCKING=1_best': 5.2386333333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.240116666666667, 'M_BLOCKING=2_best': 5.240116666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 5.341466666666666, 'M_BLOCKING=31_best': 5.341466666666666, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.269783333333334, 'M_BLOCKING=4_best': 5.269783333333334, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.283416666666667, 'M_BLOCKING=8_best': 5.283416666666667, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'xsmm_reference_avg': 5.602333333333333, 'xsmm_reference_best': 5.602333333333333, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
