{'M_BLOCKING=16_avg': 17.598400000000005, 'M_BLOCKING=16_best': 17.598400000000005, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 17.1587, 'M_BLOCKING=1_best': 17.1587, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.461199999999998, 'M_BLOCKING=2_best': 17.461199999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 17.5454, 'M_BLOCKING=31_best': 17.5454, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 17.7911, 'M_BLOCKING=4_best': 17.7911, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 17.6112, 'M_BLOCKING=8_best': 17.6112, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.7416, 'xsmm_reference_best': 1.7416, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 17.4149, 'M_BLOCKING=16_best': 17.4149, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 15.547, 'M_BLOCKING=1_best': 15.547, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 15.7406, 'M_BLOCKING=2_best': 15.7406, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 17.398699999999998, 'M_BLOCKING=31_best': 17.398699999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 16.7825, 'M_BLOCKING=4_best': 16.7825, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 17.3688, 'M_BLOCKING=8_best': 17.3688, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.8394, 'xsmm_reference_best': 0.8394, 'xsmm_reference_cpu_freq': 2.999864, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 17.468, 'M_BLOCKING=16_best': 17.468, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 17.2453, 'M_BLOCKING=1_best': 17.2453, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.3918, 'M_BLOCKING=2_best': 17.3918, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 17.747700000000002, 'M_BLOCKING=31_best': 17.747700000000002, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 17.4621, 'M_BLOCKING=4_best': 17.4621, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 17.4884, 'M_BLOCKING=8_best': 17.4884, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.8544, 'xsmm_reference_best': 1.8544, 'xsmm_reference_cpu_freq': 2.999975, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 17.186799999999998, 'M_BLOCKING=16_best': 17.186799999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 15.4315, 'M_BLOCKING=1_best': 15.4315, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 15.7422, 'M_BLOCKING=2_best': 15.7422, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 17.319200000000002, 'M_BLOCKING=31_best': 17.319200000000002, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 16.551499999999997, 'M_BLOCKING=4_best': 16.551499999999997, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 17.1684, 'M_BLOCKING=8_best': 17.1684, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 0.8045, 'xsmm_reference_best': 0.8045, 'xsmm_reference_cpu_freq': 2.999887, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 16.2506, 'M_BLOCKING=16_best': 16.2506, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 17.0214, 'M_BLOCKING=1_best': 17.0214, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.2305, 'M_BLOCKING=2_best': 17.2305, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 17.587899999999998, 'M_BLOCKING=31_best': 17.587899999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 16.925, 'M_BLOCKING=4_best': 16.925, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 16.211000000000002, 'M_BLOCKING=8_best': 16.211000000000002, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 1.64, 'xsmm_reference_best': 1.64, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 19.7992, 'M_BLOCKING=16_best': 19.7992, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.087200000000003, 'M_BLOCKING=1_best': 18.087200000000003, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 20.036800000000007, 'M_BLOCKING=2_best': 20.036800000000007, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 19.928099999999993, 'M_BLOCKING=31_best': 19.928099999999993, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 19.7508, 'M_BLOCKING=4_best': 19.7508, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 19.7691, 'M_BLOCKING=8_best': 19.7691, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 3.757, 'xsmm_reference_best': 3.757, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 58.55219999999999, 'M_BLOCKING=16_best': 58.55219999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 58.03680000000001, 'M_BLOCKING=1_best': 58.03680000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 58.0723, 'M_BLOCKING=2_best': 58.0723, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 58.9212, 'M_BLOCKING=31_best': 58.9212, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 58.4293, 'M_BLOCKING=4_best': 58.4293, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 58.455999999999996, 'M_BLOCKING=8_best': 58.455999999999996, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'xsmm_reference_avg': 5.5415, 'xsmm_reference_best': 5.5415, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 58.820800000000006, 'M_BLOCKING=16_best': 58.820800000000006, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 58.1213, 'M_BLOCKING=1_best': 58.1213, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 58.4723, 'M_BLOCKING=2_best': 58.4723, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 59.021699999999996, 'M_BLOCKING=31_best': 59.021699999999996, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 58.6505, 'M_BLOCKING=4_best': 58.6505, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 58.9538, 'M_BLOCKING=8_best': 58.9538, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'xsmm_reference_avg': 8.409099999999999, 'xsmm_reference_best': 8.409099999999999, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 77.8994, 'M_BLOCKING=16_best': 77.8994, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 77.12440000000001, 'M_BLOCKING=1_best': 77.12440000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 77.3837, 'M_BLOCKING=2_best': 77.3837, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 78.2409, 'M_BLOCKING=31_best': 78.2409, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 77.6775, 'M_BLOCKING=4_best': 77.6775, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 77.89410000000001, 'M_BLOCKING=8_best': 77.89410000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.783799999999999, 'xsmm_reference_best': 7.783799999999999, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 78.33959999999999, 'M_BLOCKING=16_best': 78.33959999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 77.4761, 'M_BLOCKING=1_best': 77.4761, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 77.5686, 'M_BLOCKING=2_best': 77.5686, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 78.3336, 'M_BLOCKING=31_best': 78.3336, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 78.0196, 'M_BLOCKING=4_best': 78.0196, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 78.02029999999999, 'M_BLOCKING=8_best': 78.02029999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'xsmm_reference_avg': 6.0403, 'xsmm_reference_best': 6.0403, 'xsmm_reference_cpu_freq': 2.99985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 58.582899999999995, 'M_BLOCKING=16_best': 58.582899999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 58.1697, 'M_BLOCKING=1_best': 58.1697, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 58.2504, 'M_BLOCKING=2_best': 58.2504, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 59.099900000000005, 'M_BLOCKING=31_best': 59.099900000000005, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 58.478300000000004, 'M_BLOCKING=4_best': 58.478300000000004, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 58.44200000000001, 'M_BLOCKING=8_best': 58.44200000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 57600, 'xsmm_reference_avg': 4.4092, 'xsmm_reference_best': 4.4092, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
