{'M_BLOCKING=16_avg': 2.9510999999999967, 'M_BLOCKING=16_best': 2.9510999999999967, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.0675999999999997, 'M_BLOCKING=1_best': 3.0675999999999997, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.7573, 'M_BLOCKING=2_best': 2.7573, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.9437, 'M_BLOCKING=31_best': 2.9437, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.8518, 'M_BLOCKING=4_best': 2.8518, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.7864, 'M_BLOCKING=8_best': 2.7864, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.28700000000000003, 'xsmm_reference_best': 0.28700000000000003, 'xsmm_reference_cpu_freq': 2.999981, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.7414, 'M_BLOCKING=16_best': 2.7414, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.6479, 'M_BLOCKING=1_best': 2.6479, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.5665, 'M_BLOCKING=2_best': 2.5665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.6503, 'M_BLOCKING=31_best': 2.6503, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.6474, 'M_BLOCKING=4_best': 2.6474, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.721, 'M_BLOCKING=8_best': 2.721, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.1286, 'xsmm_reference_best': 0.1286, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.9257, 'M_BLOCKING=16_best': 2.9257, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.67, 'M_BLOCKING=1_best': 2.67, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.6074, 'M_BLOCKING=2_best': 2.6074, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.9564, 'M_BLOCKING=31_best': 2.9564, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.6648, 'M_BLOCKING=4_best': 2.6648, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.9261, 'M_BLOCKING=8_best': 2.9261, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.2968, 'xsmm_reference_best': 0.2968, 'xsmm_reference_cpu_freq': 2.999851, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.6821, 'M_BLOCKING=16_best': 2.6821, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.5469000000000053, 'M_BLOCKING=1_best': 2.5469000000000053, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.5631, 'M_BLOCKING=2_best': 2.5631, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.6477, 'M_BLOCKING=31_best': 2.6477, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.6018, 'M_BLOCKING=4_best': 2.6018, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.7083, 'M_BLOCKING=8_best': 2.7083, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.12869999999999998, 'xsmm_reference_best': 0.12869999999999998, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.9218, 'M_BLOCKING=16_best': 2.9218, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.7854, 'M_BLOCKING=1_best': 2.7854, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.6231999999999998, 'M_BLOCKING=2_best': 2.6231999999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.9449, 'M_BLOCKING=31_best': 2.9449, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.6902, 'M_BLOCKING=4_best': 2.6902, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.9399, 'M_BLOCKING=8_best': 2.9399, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.2718, 'xsmm_reference_best': 0.2718, 'xsmm_reference_cpu_freq': 2.999961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 3.2973, 'M_BLOCKING=16_best': 3.2973, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.0021999999999998, 'M_BLOCKING=1_best': 3.0021999999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.2872999999999997, 'M_BLOCKING=2_best': 3.2872999999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.3459000000000003, 'M_BLOCKING=31_best': 3.3459000000000003, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.2856, 'M_BLOCKING=4_best': 3.2856, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.2954, 'M_BLOCKING=8_best': 3.2954, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.6203000000000001, 'xsmm_reference_best': 0.6203000000000001, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 9.7994, 'M_BLOCKING=16_best': 9.7994, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.0058, 'M_BLOCKING=1_best': 10.0058, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.8398, 'M_BLOCKING=2_best': 9.8398, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.3149, 'M_BLOCKING=31_best': 10.3149, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.0865, 'M_BLOCKING=4_best': 10.0865, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.527899999999999, 'M_BLOCKING=8_best': 10.527899999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.6008, 'xsmm_reference_best': 0.6008, 'xsmm_reference_cpu_freq': 2.999859, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 9.8285, 'M_BLOCKING=16_best': 9.8285, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.6966, 'M_BLOCKING=1_best': 9.6966, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.7669, 'M_BLOCKING=2_best': 9.7669, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.8933, 'M_BLOCKING=31_best': 9.8933, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.776, 'M_BLOCKING=4_best': 9.776, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.7966, 'M_BLOCKING=8_best': 9.7966, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 1.2037, 'xsmm_reference_best': 1.2037, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.0472, 'M_BLOCKING=16_best': 13.0472, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 12.203399999999998, 'M_BLOCKING=1_best': 12.203399999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 12.2235, 'M_BLOCKING=2_best': 12.2235, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.0384, 'M_BLOCKING=31_best': 13.0384, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 12.430299999999999, 'M_BLOCKING=4_best': 12.430299999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 12.343399999999999, 'M_BLOCKING=8_best': 12.343399999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.7801, 'xsmm_reference_best': 0.7801, 'xsmm_reference_cpu_freq': 2.999967, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.0374, 'M_BLOCKING=16_best': 13.0374, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 12.8933, 'M_BLOCKING=1_best': 12.8933, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 12.9368, 'M_BLOCKING=2_best': 12.9368, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.102500000000001, 'M_BLOCKING=31_best': 13.102500000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 12.9964, 'M_BLOCKING=4_best': 12.9964, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.006800000000002, 'M_BLOCKING=8_best': 13.006800000000002, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.9811, 'xsmm_reference_best': 0.9811, 'xsmm_reference_cpu_freq': 2.999964, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 9.7814, 'M_BLOCKING=16_best': 9.7814, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.694199999999999, 'M_BLOCKING=1_best': 9.694199999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.6907, 'M_BLOCKING=2_best': 9.6907, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.8378, 'M_BLOCKING=31_best': 9.8378, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.7339, 'M_BLOCKING=4_best': 9.7339, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.7511, 'M_BLOCKING=8_best': 9.7511, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.6647000000000001, 'xsmm_reference_best': 0.6647000000000001, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
