{'N_BLOCKING=1 M_BLOCKING=16_avg': 268.494, 'N_BLOCKING=1 M_BLOCKING=16_best': 268.494, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 264.17600000000004, 'N_BLOCKING=1 M_BLOCKING=1_best': 264.17600000000004, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 258.74800000000005, 'N_BLOCKING=2 M_BLOCKING=10_best': 258.74800000000005, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 262.953, 'N_BLOCKING=3 M_BLOCKING=8_best': 262.953, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 263.4, 'xsmm_reference_best': 263.4, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 167.227, 'N_BLOCKING=1 M_BLOCKING=16_best': 167.227, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 158.691, 'N_BLOCKING=1 M_BLOCKING=1_best': 158.691, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 167.503, 'N_BLOCKING=2 M_BLOCKING=10_best': 167.503, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 184.07100000000003, 'N_BLOCKING=3 M_BLOCKING=8_best': 184.07100000000003, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.169, 'xsmm_reference_best': 159.169, 'xsmm_reference_cpu_freq': 2.999838, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 211.608, 'N_BLOCKING=1 M_BLOCKING=16_best': 211.608, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 200.01, 'N_BLOCKING=1 M_BLOCKING=1_best': 200.01, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 196.004, 'N_BLOCKING=2 M_BLOCKING=10_best': 196.004, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 198.605, 'N_BLOCKING=3 M_BLOCKING=8_best': 198.605, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 200.502, 'xsmm_reference_best': 200.502, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 166.133, 'N_BLOCKING=1 M_BLOCKING=16_best': 166.133, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 158.04399999999998, 'N_BLOCKING=1 M_BLOCKING=1_best': 158.04399999999998, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 170.702, 'N_BLOCKING=2 M_BLOCKING=10_best': 170.702, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 182.895, 'N_BLOCKING=3 M_BLOCKING=8_best': 182.895, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 161.875, 'xsmm_reference_best': 161.875, 'xsmm_reference_cpu_freq': 2.999837, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 269.01599999999996, 'N_BLOCKING=1 M_BLOCKING=16_best': 269.01599999999996, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 261.193, 'N_BLOCKING=1 M_BLOCKING=1_best': 261.193, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 258.721, 'N_BLOCKING=2 M_BLOCKING=10_best': 258.721, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 262.174, 'N_BLOCKING=3 M_BLOCKING=8_best': 262.174, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 257.172, 'xsmm_reference_best': 257.172, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 244.13199999999995, 'N_BLOCKING=1 M_BLOCKING=16_best': 244.13199999999995, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 239.867, 'N_BLOCKING=1 M_BLOCKING=1_best': 239.867, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 236.096, 'N_BLOCKING=2 M_BLOCKING=10_best': 236.096, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 240.60699999999997, 'N_BLOCKING=3 M_BLOCKING=8_best': 240.60699999999997, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 240.867, 'xsmm_reference_best': 240.867, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 346.78200000000004, 'N_BLOCKING=1 M_BLOCKING=16_best': 346.78200000000004, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 343.856, 'N_BLOCKING=1 M_BLOCKING=1_best': 343.856, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 408.281, 'N_BLOCKING=2 M_BLOCKING=10_best': 408.281, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 388.799, 'N_BLOCKING=3 M_BLOCKING=8_best': 388.799, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 350.451, 'xsmm_reference_best': 350.451, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 333.378, 'N_BLOCKING=1 M_BLOCKING=16_best': 333.378, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 332.58500000000004, 'N_BLOCKING=1 M_BLOCKING=1_best': 332.58500000000004, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 359.216, 'N_BLOCKING=2 M_BLOCKING=10_best': 359.216, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 349.605, 'N_BLOCKING=3 M_BLOCKING=8_best': 349.605, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 333.05, 'xsmm_reference_best': 333.05, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 348.313, 'N_BLOCKING=1 M_BLOCKING=16_best': 348.313, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 345.99, 'N_BLOCKING=1 M_BLOCKING=1_best': 345.99, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 390.583, 'N_BLOCKING=2 M_BLOCKING=10_best': 390.583, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 381.205, 'N_BLOCKING=3 M_BLOCKING=8_best': 381.205, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 389.292, 'xsmm_reference_best': 389.292, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 278.398, 'N_BLOCKING=1 M_BLOCKING=16_best': 278.398, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 276.705, 'N_BLOCKING=1 M_BLOCKING=1_best': 276.705, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 275.768, 'N_BLOCKING=2 M_BLOCKING=10_best': 275.768, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 283.151, 'N_BLOCKING=3 M_BLOCKING=8_best': 283.151, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 270.44500000000005, 'xsmm_reference_best': 270.44500000000005, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 262.793, 'N_BLOCKING=1 M_BLOCKING=16_best': 262.793, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 266.375, 'N_BLOCKING=1 M_BLOCKING=1_best': 266.375, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 257.681, 'N_BLOCKING=2 M_BLOCKING=10_best': 257.681, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 261.92, 'N_BLOCKING=3 M_BLOCKING=8_best': 261.92, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 266.654, 'xsmm_reference_best': 266.654, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 344.514, 'N_BLOCKING=1 M_BLOCKING=16_best': 344.514, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 342.039, 'N_BLOCKING=1 M_BLOCKING=1_best': 342.039, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 403.376, 'N_BLOCKING=2 M_BLOCKING=10_best': 403.376, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 387.046, 'N_BLOCKING=3 M_BLOCKING=8_best': 387.046, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 377.351, 'xsmm_reference_best': 377.351, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 333.30999999999995, 'N_BLOCKING=1 M_BLOCKING=16_best': 333.30999999999995, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 332.67, 'N_BLOCKING=1 M_BLOCKING=1_best': 332.67, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 362.659, 'N_BLOCKING=2 M_BLOCKING=10_best': 362.659, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 353.375, 'N_BLOCKING=3 M_BLOCKING=8_best': 353.375, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 346.394, 'xsmm_reference_best': 346.394, 'xsmm_reference_cpu_freq': 2.999842, 'xsmm_reference_kernel_type': 'wide-sparse'}
