{'M_BLOCKING=16_avg': 0.3826, 'M_BLOCKING=16_best': 0.3826, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.3972, 'M_BLOCKING=1_best': 0.3972, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.4002, 'M_BLOCKING=2_best': 0.4002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.3767, 'M_BLOCKING=31_best': 0.3767, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.40259999999999996, 'M_BLOCKING=4_best': 0.40259999999999996, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.33940000000000003, 'M_BLOCKING=8_best': 0.33940000000000003, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0768999999999997, 'xsmm_reference_best': 3.0768999999999997, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.2536, 'M_BLOCKING=16_best': 1.2536, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.1005, 'M_BLOCKING=1_best': 1.1005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.3132, 'M_BLOCKING=2_best': 1.3132, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.1563, 'M_BLOCKING=31_best': 1.1563, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.1657, 'M_BLOCKING=4_best': 1.1657, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.0856999999999999, 'M_BLOCKING=8_best': 1.0856999999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.6262, 'xsmm_reference_best': 1.6262, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.1583999999999999, 'M_BLOCKING=16_best': 1.1583999999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.1829, 'M_BLOCKING=1_best': 1.1829, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.1204, 'M_BLOCKING=2_best': 1.1204, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.2156, 'M_BLOCKING=31_best': 1.2156, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.1869999999999998, 'M_BLOCKING=4_best': 1.1869999999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.2334, 'M_BLOCKING=8_best': 1.2334, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.5151000000000003, 'xsmm_reference_best': 3.5151000000000003, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1.343, 'M_BLOCKING=16_best': 1.343, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.0988, 'M_BLOCKING=1_best': 1.0988, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.1944000000000001, 'M_BLOCKING=2_best': 1.1944000000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.2264, 'M_BLOCKING=31_best': 1.2264, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.2377, 'M_BLOCKING=4_best': 1.2377, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.1631, 'M_BLOCKING=8_best': 1.1631, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.5745, 'xsmm_reference_best': 1.5745, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 0.33999999999999997, 'M_BLOCKING=16_best': 0.33999999999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.3987, 'M_BLOCKING=1_best': 0.3987, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.378, 'M_BLOCKING=2_best': 0.378, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 0.3523, 'M_BLOCKING=31_best': 0.3523, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.3632, 'M_BLOCKING=4_best': 0.3632, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.3428, 'M_BLOCKING=8_best': 0.3428, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0496999999999956, 'xsmm_reference_best': 3.0496999999999956, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.4388999999999998, 'M_BLOCKING=16_best': 1.4388999999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.2644, 'M_BLOCKING=1_best': 1.2644, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.3152, 'M_BLOCKING=2_best': 1.3152, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.3618000000000001, 'M_BLOCKING=31_best': 1.3618000000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.2914999999999999, 'M_BLOCKING=4_best': 1.2914999999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.2621, 'M_BLOCKING=8_best': 1.2621, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 7.062099999999999, 'xsmm_reference_best': 7.062099999999999, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.9838, 'M_BLOCKING=16_best': 7.9838, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 8.5921, 'M_BLOCKING=1_best': 8.5921, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.5337, 'M_BLOCKING=2_best': 8.5337, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.700100000000001, 'M_BLOCKING=31_best': 7.700100000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 8.482899999999999, 'M_BLOCKING=4_best': 8.482899999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 8.3477, 'M_BLOCKING=8_best': 8.3477, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 11.5979, 'xsmm_reference_best': 11.5979, 'xsmm_reference_cpu_freq': 2.999978, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.9372, 'M_BLOCKING=16_best': 7.9372, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 8.459399999999999, 'M_BLOCKING=1_best': 8.459399999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.5023, 'M_BLOCKING=2_best': 8.5023, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 8.2278, 'M_BLOCKING=31_best': 8.2278, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 8.1155, 'M_BLOCKING=4_best': 8.1155, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.8239, 'M_BLOCKING=8_best': 7.8239, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 16.910800000000002, 'xsmm_reference_best': 16.910800000000002, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 12.3467, 'M_BLOCKING=16_best': 12.3467, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.223099999999999, 'M_BLOCKING=1_best': 13.223099999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.113699999999994, 'M_BLOCKING=2_best': 13.113699999999994, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.7638, 'M_BLOCKING=31_best': 11.7638, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 12.8595, 'M_BLOCKING=4_best': 12.8595, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 12.6418, 'M_BLOCKING=8_best': 12.6418, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 16.022399999999998, 'xsmm_reference_best': 16.022399999999998, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 1.7197, 'M_BLOCKING=16_best': 1.7197, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.8052, 'M_BLOCKING=1_best': 1.8052, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.8213000000000001, 'M_BLOCKING=2_best': 1.8213000000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.6931999999999998, 'M_BLOCKING=31_best': 1.6931999999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.9425000000000001, 'M_BLOCKING=4_best': 1.9425000000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.6941, 'M_BLOCKING=8_best': 1.6941, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 11.270999999999999, 'xsmm_reference_best': 11.270999999999999, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 1.6695, 'M_BLOCKING=16_best': 1.6695, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.5076, 'M_BLOCKING=1_best': 1.5076, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.6683, 'M_BLOCKING=2_best': 1.6683, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1.5187, 'M_BLOCKING=31_best': 1.5187, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.5913, 'M_BLOCKING=4_best': 1.5913, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.5101, 'M_BLOCKING=8_best': 1.5101, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 7.5566, 'xsmm_reference_best': 7.5566, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'wide-sparse'}
