{'M_BLOCKING=12_avg': 270.917, 'M_BLOCKING=12_best': 270.917, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 270.28700000000003, 'M_BLOCKING=16_best': 270.28700000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 266.995, 'M_BLOCKING=1_best': 266.995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 267.24, 'M_BLOCKING=2_best': 267.24, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 267.736, 'M_BLOCKING=3_best': 267.736, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 268.814, 'M_BLOCKING=6_best': 268.814, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 259.263, 'xsmm_reference_best': 259.263, 'xsmm_reference_cpu_freq': 2.999842, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 169.323, 'M_BLOCKING=12_best': 169.323, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 169.471, 'M_BLOCKING=16_best': 169.471, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 162.081, 'M_BLOCKING=1_best': 162.081, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 165.159, 'M_BLOCKING=2_best': 165.159, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 167.88199999999995, 'M_BLOCKING=3_best': 167.88199999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 169.889, 'M_BLOCKING=6_best': 169.889, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 162.597, 'xsmm_reference_best': 162.597, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 212.454, 'M_BLOCKING=12_best': 212.454, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 213.895, 'M_BLOCKING=16_best': 213.895, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 201.542, 'M_BLOCKING=1_best': 201.542, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 203.495, 'M_BLOCKING=2_best': 203.495, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 203.992, 'M_BLOCKING=3_best': 203.992, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 207.898, 'M_BLOCKING=6_best': 207.898, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 188.21000000000004, 'xsmm_reference_best': 188.21000000000004, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 170.237, 'M_BLOCKING=12_best': 170.237, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 171.971, 'M_BLOCKING=16_best': 171.971, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 161.39200000000005, 'M_BLOCKING=1_best': 161.39200000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 165.274, 'M_BLOCKING=2_best': 165.274, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 166.495, 'M_BLOCKING=3_best': 166.495, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 170.559, 'M_BLOCKING=6_best': 170.559, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 162.585, 'xsmm_reference_best': 162.585, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 271.111, 'M_BLOCKING=12_best': 271.111, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 270.65999999999997, 'M_BLOCKING=16_best': 270.65999999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 263.089, 'M_BLOCKING=1_best': 263.089, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 263.447, 'M_BLOCKING=2_best': 263.447, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 265.183, 'M_BLOCKING=3_best': 265.183, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 264.192, 'M_BLOCKING=6_best': 264.192, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 258.061, 'xsmm_reference_best': 258.061, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 244.44, 'M_BLOCKING=12_best': 244.44, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 246.827, 'M_BLOCKING=16_best': 246.827, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 243.405, 'M_BLOCKING=1_best': 243.405, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 243.509, 'M_BLOCKING=2_best': 243.509, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 243.091, 'M_BLOCKING=3_best': 243.091, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 244.503, 'M_BLOCKING=6_best': 244.503, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 235.07, 'xsmm_reference_best': 235.07, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 353.099, 'M_BLOCKING=12_best': 353.099, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 346.615, 'M_BLOCKING=16_best': 346.615, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 344.605, 'M_BLOCKING=1_best': 344.605, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 354.126, 'M_BLOCKING=2_best': 354.126, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 351.665, 'M_BLOCKING=3_best': 351.665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 350.409, 'M_BLOCKING=6_best': 350.409, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 380.345, 'xsmm_reference_best': 380.345, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 337.826, 'M_BLOCKING=12_best': 337.826, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 338.002, 'M_BLOCKING=16_best': 338.002, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 337.963, 'M_BLOCKING=1_best': 337.963, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 337.519, 'M_BLOCKING=2_best': 337.519, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 337.501, 'M_BLOCKING=3_best': 337.501, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 337.335, 'M_BLOCKING=6_best': 337.335, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 349.53499999999997, 'xsmm_reference_best': 349.53499999999997, 'xsmm_reference_cpu_freq': 2.999869, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 352.25, 'M_BLOCKING=12_best': 352.25, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 351.873, 'M_BLOCKING=16_best': 351.873, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 347.439, 'M_BLOCKING=1_best': 347.439, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 351.86199999999997, 'M_BLOCKING=2_best': 351.86199999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 353.486, 'M_BLOCKING=3_best': 353.486, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 353.51199999999994, 'M_BLOCKING=6_best': 353.51199999999994, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 384.499, 'xsmm_reference_best': 384.499, 'xsmm_reference_cpu_freq': 2.999945, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 282.405, 'M_BLOCKING=12_best': 282.405, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 280.442, 'M_BLOCKING=16_best': 280.442, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 278.827, 'M_BLOCKING=1_best': 278.827, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 279.08, 'M_BLOCKING=2_best': 279.08, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 279.618, 'M_BLOCKING=3_best': 279.618, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 281.716, 'M_BLOCKING=6_best': 281.716, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 274.928, 'xsmm_reference_best': 274.928, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 269.688, 'M_BLOCKING=12_best': 269.688, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 264.283, 'M_BLOCKING=16_best': 264.283, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 268.297, 'M_BLOCKING=1_best': 268.297, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 269.107, 'M_BLOCKING=2_best': 269.107, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 270.354, 'M_BLOCKING=3_best': 270.354, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 269.816, 'M_BLOCKING=6_best': 269.816, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 251.464, 'xsmm_reference_best': 251.464, 'xsmm_reference_cpu_freq': 2.999867, 'xsmm_reference_kernel_type': 'wide-sparse'}
