{'M_BLOCKING=12_avg': 270.422, 'M_BLOCKING=12_best': 270.422, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 269.842, 'M_BLOCKING=16_best': 269.842, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 266.27700000000004, 'M_BLOCKING=1_best': 266.27700000000004, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 267.007, 'M_BLOCKING=2_best': 267.007, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 267.40700000000004, 'M_BLOCKING=3_best': 267.40700000000004, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 276.644, 'M_BLOCKING=6_best': 276.644, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 264.356, 'xsmm_reference_best': 264.356, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 168.237, 'M_BLOCKING=12_best': 168.237, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 168.24, 'M_BLOCKING=16_best': 168.24, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 160.828, 'M_BLOCKING=1_best': 160.828, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 164.579, 'M_BLOCKING=2_best': 164.579, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 165.168, 'M_BLOCKING=3_best': 165.168, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 168.865, 'M_BLOCKING=6_best': 168.865, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 161.263, 'xsmm_reference_best': 161.263, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 211.564, 'M_BLOCKING=12_best': 211.564, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 212.984, 'M_BLOCKING=16_best': 212.984, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 201.868, 'M_BLOCKING=1_best': 201.868, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 202.559, 'M_BLOCKING=2_best': 202.559, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 203.336, 'M_BLOCKING=3_best': 203.336, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 208.384, 'M_BLOCKING=6_best': 208.384, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 191.823, 'xsmm_reference_best': 191.823, 'xsmm_reference_cpu_freq': 2.99984, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 169.799, 'M_BLOCKING=12_best': 169.799, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 167.89300000000003, 'M_BLOCKING=16_best': 167.89300000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 160.14800000000002, 'M_BLOCKING=1_best': 160.14800000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 164.823, 'M_BLOCKING=2_best': 164.823, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 165.648, 'M_BLOCKING=3_best': 165.648, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 169.256, 'M_BLOCKING=6_best': 169.256, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 162.322, 'xsmm_reference_best': 162.322, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 270.558, 'M_BLOCKING=12_best': 270.558, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 270.33399999999995, 'M_BLOCKING=16_best': 270.33399999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 262.838, 'M_BLOCKING=1_best': 262.838, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 263.048, 'M_BLOCKING=2_best': 263.048, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 278.512, 'M_BLOCKING=3_best': 278.512, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 264.34400000000005, 'M_BLOCKING=6_best': 264.34400000000005, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 263.772, 'xsmm_reference_best': 263.772, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 244.606, 'M_BLOCKING=12_best': 244.606, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 247.49, 'M_BLOCKING=16_best': 247.49, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 242.452, 'M_BLOCKING=1_best': 242.452, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 242.62099999999998, 'M_BLOCKING=2_best': 242.62099999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 243.602, 'M_BLOCKING=3_best': 243.602, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 244.856, 'M_BLOCKING=6_best': 244.856, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 233.789, 'xsmm_reference_best': 233.789, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 352.619, 'M_BLOCKING=12_best': 352.619, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 346.074, 'M_BLOCKING=16_best': 346.074, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 344.803, 'M_BLOCKING=1_best': 344.803, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 352.103, 'M_BLOCKING=2_best': 352.103, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 350.882, 'M_BLOCKING=3_best': 350.882, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 349.348, 'M_BLOCKING=6_best': 349.348, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 378.21000000000004, 'xsmm_reference_best': 378.21000000000004, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 337.3, 'M_BLOCKING=12_best': 337.3, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 342.20799999999997, 'M_BLOCKING=16_best': 342.20799999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 338.98299999999995, 'M_BLOCKING=1_best': 338.98299999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 336.773, 'M_BLOCKING=2_best': 336.773, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 336.722, 'M_BLOCKING=3_best': 336.722, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 349.244, 'M_BLOCKING=6_best': 349.244, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 336.091, 'xsmm_reference_best': 336.091, 'xsmm_reference_cpu_freq': 2.999863, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 349.56399999999996, 'M_BLOCKING=12_best': 349.56399999999996, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 352.91, 'M_BLOCKING=16_best': 352.91, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 347.903, 'M_BLOCKING=1_best': 347.903, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 351.711, 'M_BLOCKING=2_best': 351.711, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 360.432, 'M_BLOCKING=3_best': 360.432, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 352.965, 'M_BLOCKING=6_best': 352.965, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 409.696, 'xsmm_reference_best': 409.696, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 285.192, 'M_BLOCKING=12_best': 285.192, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 280.831, 'M_BLOCKING=16_best': 280.831, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 278.72, 'M_BLOCKING=1_best': 278.72, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 278.798, 'M_BLOCKING=2_best': 278.798, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 279.475, 'M_BLOCKING=3_best': 279.475, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 281.37300000000005, 'M_BLOCKING=6_best': 281.37300000000005, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 273.733, 'xsmm_reference_best': 273.733, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 286.212, 'M_BLOCKING=12_best': 286.212, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 263.942, 'M_BLOCKING=16_best': 263.942, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 267.66, 'M_BLOCKING=1_best': 267.66, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 268.51800000000003, 'M_BLOCKING=2_best': 268.51800000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 269.872, 'M_BLOCKING=3_best': 269.872, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 269.58399999999995, 'M_BLOCKING=6_best': 269.58399999999995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 265.93399999999997, 'xsmm_reference_best': 265.93399999999997, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'sparse'}
