{'M_BLOCKING=12_avg': 270.78, 'M_BLOCKING=12_best': 270.78, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 269.744, 'M_BLOCKING=16_best': 269.744, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 265.869, 'M_BLOCKING=1_best': 265.869, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 266.659, 'M_BLOCKING=2_best': 266.659, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 267.424, 'M_BLOCKING=3_best': 267.424, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 268.33, 'M_BLOCKING=6_best': 268.33, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 259.60799999999995, 'xsmm_reference_best': 259.60799999999995, 'xsmm_reference_cpu_freq': 2.99985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 169.16700000000003, 'M_BLOCKING=12_best': 169.16700000000003, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 168.76, 'M_BLOCKING=16_best': 168.76, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 160.675, 'M_BLOCKING=1_best': 160.675, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 164.009, 'M_BLOCKING=2_best': 164.009, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 165.512, 'M_BLOCKING=3_best': 165.512, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 169.708, 'M_BLOCKING=6_best': 169.708, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 161.411, 'xsmm_reference_best': 161.411, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 211.723, 'M_BLOCKING=12_best': 211.723, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 213.62199999999996, 'M_BLOCKING=16_best': 213.62199999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 202.413, 'M_BLOCKING=1_best': 202.413, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 203.242, 'M_BLOCKING=2_best': 203.242, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 204.503, 'M_BLOCKING=3_best': 204.503, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 207.21699999999998, 'M_BLOCKING=6_best': 207.21699999999998, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 188.057, 'xsmm_reference_best': 188.057, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 168.462, 'M_BLOCKING=12_best': 168.462, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 169.654, 'M_BLOCKING=16_best': 169.654, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 160.649, 'M_BLOCKING=1_best': 160.649, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 165.909, 'M_BLOCKING=2_best': 165.909, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 165.70799999999997, 'M_BLOCKING=3_best': 165.70799999999997, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 169.827, 'M_BLOCKING=6_best': 169.827, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 161.404, 'xsmm_reference_best': 161.404, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 271.05, 'M_BLOCKING=12_best': 271.05, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 270.533, 'M_BLOCKING=16_best': 270.533, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 263.118, 'M_BLOCKING=1_best': 263.118, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 263.168, 'M_BLOCKING=2_best': 263.168, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 264.333, 'M_BLOCKING=3_best': 264.333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 264.28099999999995, 'M_BLOCKING=6_best': 264.28099999999995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 258.32899999999995, 'xsmm_reference_best': 258.32899999999995, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 244.794, 'M_BLOCKING=12_best': 244.794, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 247.22199999999998, 'M_BLOCKING=16_best': 247.22199999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 243.078, 'M_BLOCKING=1_best': 243.078, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 243.18200000000002, 'M_BLOCKING=2_best': 243.18200000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 243.031, 'M_BLOCKING=3_best': 243.031, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 244.298, 'M_BLOCKING=6_best': 244.298, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 237.317, 'xsmm_reference_best': 237.317, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 349.754, 'M_BLOCKING=12_best': 349.754, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 350.663, 'M_BLOCKING=16_best': 350.663, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 345.413, 'M_BLOCKING=1_best': 345.413, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 353.07399999999996, 'M_BLOCKING=2_best': 353.07399999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 353.41, 'M_BLOCKING=3_best': 353.41, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 349.983, 'M_BLOCKING=6_best': 349.983, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 350.18499999999995, 'xsmm_reference_best': 350.18499999999995, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 339.556, 'M_BLOCKING=12_best': 339.556, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 337.92600000000004, 'M_BLOCKING=16_best': 337.92600000000004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 336.72799999999995, 'M_BLOCKING=1_best': 336.72799999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 337.058, 'M_BLOCKING=2_best': 337.058, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 337.38199999999995, 'M_BLOCKING=3_best': 337.38199999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 336.779, 'M_BLOCKING=6_best': 336.779, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 336.117, 'xsmm_reference_best': 336.117, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 351.905, 'M_BLOCKING=12_best': 351.905, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 352.51, 'M_BLOCKING=16_best': 352.51, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 346.049, 'M_BLOCKING=1_best': 346.049, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 351.389, 'M_BLOCKING=2_best': 351.389, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 355.984, 'M_BLOCKING=3_best': 355.984, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 353.687, 'M_BLOCKING=6_best': 353.687, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 382.68499999999995, 'xsmm_reference_best': 382.68499999999995, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 283.408, 'M_BLOCKING=12_best': 283.408, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 280.342, 'M_BLOCKING=16_best': 280.342, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 278.278, 'M_BLOCKING=1_best': 278.278, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 278.648, 'M_BLOCKING=2_best': 278.648, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 279.568, 'M_BLOCKING=3_best': 279.568, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 281.09, 'M_BLOCKING=6_best': 281.09, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 266.755, 'xsmm_reference_best': 266.755, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 269.31899999999996, 'M_BLOCKING=12_best': 269.31899999999996, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 264.992, 'M_BLOCKING=16_best': 264.992, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 267.95399999999995, 'M_BLOCKING=1_best': 267.95399999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 269.008, 'M_BLOCKING=2_best': 269.008, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 270.64, 'M_BLOCKING=3_best': 270.64, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 269.962, 'M_BLOCKING=6_best': 269.962, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 248.413, 'xsmm_reference_best': 248.413, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
