{'M_BLOCKING=15_avg': 0.9526999999999999, 'M_BLOCKING=15_best': 0.9526999999999999, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.9574, 'M_BLOCKING=1_best': 0.9574, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.9574, 'M_BLOCKING=2_best': 0.9574, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 0.9507, 'M_BLOCKING=30_best': 0.9507, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.9557, 'M_BLOCKING=4_best': 0.9557, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.9461999999999999, 'M_BLOCKING=8_best': 0.9461999999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.975, 'xsmm_reference_best': 0.975, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=15_avg': 0.43010000000000004, 'M_BLOCKING=15_best': 0.43010000000000004, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.4474, 'M_BLOCKING=1_best': 0.4474, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.4345, 'M_BLOCKING=2_best': 0.4345, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 0.445, 'M_BLOCKING=30_best': 0.445, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.4345, 'M_BLOCKING=4_best': 0.4345, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.43970000000000004, 'M_BLOCKING=8_best': 0.43970000000000004, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.45890000000000003, 'xsmm_reference_best': 0.45890000000000003, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 1.0651, 'M_BLOCKING=15_best': 1.0651, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.0448, 'M_BLOCKING=1_best': 1.0448, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.0287000000000002, 'M_BLOCKING=2_best': 1.0287000000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 1.0669, 'M_BLOCKING=30_best': 1.0669, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1.0568, 'M_BLOCKING=4_best': 1.0568, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1.0329000000000002, 'M_BLOCKING=8_best': 1.0329000000000002, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.0295999999999998, 'xsmm_reference_best': 1.0295999999999998, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 0.4387, 'M_BLOCKING=15_best': 0.4387, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.43529999999999996, 'M_BLOCKING=1_best': 0.43529999999999996, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.4485, 'M_BLOCKING=2_best': 0.4485, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 0.4333, 'M_BLOCKING=30_best': 0.4333, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.43499999999999994, 'M_BLOCKING=4_best': 0.43499999999999994, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.4375, 'M_BLOCKING=8_best': 0.4375, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.47309999999999997, 'xsmm_reference_best': 0.47309999999999997, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 0.9545, 'M_BLOCKING=15_best': 0.9545, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 0.9526999999999999, 'M_BLOCKING=1_best': 0.9526999999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 0.9608000000000001, 'M_BLOCKING=2_best': 0.9608000000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 0.9553, 'M_BLOCKING=30_best': 0.9553, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 0.9507999999999999, 'M_BLOCKING=4_best': 0.9507999999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 0.9512, 'M_BLOCKING=8_best': 0.9512, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.9651, 'xsmm_reference_best': 0.9651, 'xsmm_reference_cpu_freq': 2.999989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 2.1619, 'M_BLOCKING=15_best': 2.1619, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.2328, 'M_BLOCKING=1_best': 2.2328, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.1965, 'M_BLOCKING=2_best': 2.1965, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 2.1893000000000002, 'M_BLOCKING=30_best': 2.1893000000000002, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.1661, 'M_BLOCKING=4_best': 2.1661, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.1734999999999998, 'M_BLOCKING=8_best': 2.1734999999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.1807, 'xsmm_reference_best': 2.1807, 'xsmm_reference_cpu_freq': 2.999973, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 2.8259, 'M_BLOCKING=15_best': 2.8259, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.2744, 'M_BLOCKING=1_best': 3.2744, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9542, 'M_BLOCKING=2_best': 2.9542, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 2.7547, 'M_BLOCKING=30_best': 2.7547, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.7934, 'M_BLOCKING=4_best': 2.7934, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.7812, 'M_BLOCKING=8_best': 2.7812, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.9074, 'xsmm_reference_best': 2.9074, 'xsmm_reference_cpu_freq': 2.999963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 5.275399999999999, 'M_BLOCKING=15_best': 5.275399999999999, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.24, 'M_BLOCKING=1_best': 6.24, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 5.5527, 'M_BLOCKING=2_best': 5.5527, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 5.2821, 'M_BLOCKING=30_best': 5.2821, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 5.4224, 'M_BLOCKING=4_best': 5.4224, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 5.2941, 'M_BLOCKING=8_best': 5.2941, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 5.3256, 'xsmm_reference_best': 5.3256, 'xsmm_reference_cpu_freq': 3.0, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 4.3286999999999995, 'M_BLOCKING=15_best': 4.3286999999999995, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.488599999999996, 'M_BLOCKING=1_best': 4.488599999999996, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.2783, 'M_BLOCKING=2_best': 4.2783, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 6.5033, 'M_BLOCKING=30_best': 6.5033, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.3491, 'M_BLOCKING=4_best': 4.3491, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 4.2613, 'M_BLOCKING=8_best': 4.2613, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.2644, 'xsmm_reference_best': 4.2644, 'xsmm_reference_cpu_freq': 2.999991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=15_avg': 3.3276000000000003, 'M_BLOCKING=15_best': 3.3276000000000003, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.3798000000000004, 'M_BLOCKING=1_best': 3.3798000000000004, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.31, 'M_BLOCKING=2_best': 3.31, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 3.3448999999999955, 'M_BLOCKING=30_best': 3.3448999999999955, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.2902, 'M_BLOCKING=4_best': 3.2902, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.3152, 'M_BLOCKING=8_best': 3.3152, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.4826, 'xsmm_reference_best': 3.4826, 'xsmm_reference_cpu_freq': 2.999993, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=15_avg': 2.2279, 'M_BLOCKING=15_best': 2.2279, 'M_BLOCKING=15_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.2899000000000003, 'M_BLOCKING=1_best': 2.2899000000000003, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.209, 'M_BLOCKING=2_best': 2.209, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=30_avg': 2.2427, 'M_BLOCKING=30_best': 2.2427, 'M_BLOCKING=30_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.2037, 'M_BLOCKING=4_best': 2.2037, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.2285, 'M_BLOCKING=8_best': 2.2285, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 2.3575, 'xsmm_reference_best': 2.3575, 'xsmm_reference_cpu_freq': 2.999986, 'xsmm_reference_kernel_type': 'wide-sparse'}
